S.No,Type (QP-NOS /NOS/Expository),Sector,Name of the QP,QPRef.ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory (hours) for Compulsory NOSs,Practical (hours) for Compulsory NOSs,Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),GRAND TOTAL Minimum hours duration for QP,Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM,Job Roles in PMKVY CSSM (FY 2018-20),89 Curriculum/Content,CSSM MES,Available on SMART Portal,QRC Approval Date,MC Approval/Upload Date,NSQC Approval Status,DLI Status,QP Uploaded on NSDC Website,NAPS Paired & Embedded QPs,QP Retirement Planned (Yes/Tentative),Retirement Announcement Date,Retirement Not Before Date,Remarks,
1428,QP-NOS,IT-ITES,QA Engineer,SSC/Q1302,7,,,,6,,6,1,Bachelor's Degree in Science/Technology/Computers or any graduate course,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1429,QP-NOS,IT-ITES,Quality Engineer,SSC/Q4801,7,,,,7,,7,1,"Diploma/BTech, BE",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1430,QP-NOS,IT-ITES,Sales and Pre-Sales Analyst,SSC/Q1101,7,,,,10,,10,1,Bachelor's Degree in Science/Technology/Computers,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1431,QP-NOS,IT-ITES,Sales/Pre-Sales Executive,SSC/Q6303,7,,,,10,,10,1,Bachelor's Degree in Management/ Business/ Science/ Technology/ Computers  ,,,,,,,,,,,,,,,,,,,No,,,9th Meeting,,National Occupational Standards,,,,,,
1432,QP-NOS,IT-ITES,Security Analyst,SSC/Q0901,7,,,,10,,10,1,Diploma in Engineering or any graduate course,97,303,400,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,Trans National Standard - Under Public View,,,,,,
1433,QP-NOS,IT-ITES,Software Developer,SSC/Q0501,7,,,,7,,7,1,Bachelors Degree in /Engineering/Technology/ Science/Computer Science or any graduate course,100,300,400,,,,,,Yes,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1434,QP-NOS,IT-ITES,Software Developer,SSC/Q6702,7,,,,6,,6,1,Bachelors Degree in /Engineering/Technology/ Science/Computer Science or any graduate course,109,291,400,,,,,,Yes,,,,,,,,,,No,,,"6th Meeting, 9th Meeting",,National Occupational Standards,,,,,,
1435,QP-NOS,IT-ITES,Software Engineer,SSC/Q4601,7,,,,8,,8,1,Bachelor's Degree in Electronics/ Computer Science Engg.,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1436,QP-NOS,IT-ITES,Technical Support Executive-Non Voice,SSC/Q7201,5,,,,6,,6,1,12th Class,,,,,,,,,,,,,,,Addl Ready,,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,,
1437,QP-NOS,IT-ITES,Technical Support Executive-Voice,SSC/Q7202,5,,,,6,,6,1,12th Class,,,,,,,,,,,,,,,,,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,,
1438,QP-NOS,IT-ITES,Technical Writer,SSC/Q4501,7,,,,10,,10,1,BA/B. Com/BCA/BE,,,,,,,,,,,,,,,,,,,No,,,9th Meeting,,National Occupational Standards,,,,,,
1439,QP-NOS,IT-ITES,Technical Writer,SSC/Q0505,5,,,,6,,6,1,BA/B. Com/BCA/BE,,,,,,,,,,,,,,,,,,,No,,,6th Meeting,,National Occupational Standards,,,,,,
1440,QP-NOS,IT-ITES,Test Engineer,SSC/Q1301,5,,,,8,,8,1,BE / B. Tech,,,,,,,,,,,,,,,,,,,No,,,6th Meeting,,Trans National Standard - Under Public View,,,,,,
1441,QP-NOS,IT-ITES,Test Engineer,SSC/Q7001,5,,,,8,,8,1,BE / B. Tech,,,,,,,,,,,,,,,,,,,No,,,9th Meeting,,National Occupational Standards,,,,,,
1442,QP-NOS,IT-ITES,Test Engineer - Software,SSC/Q4901,7,,,,9,,9,1,Bachelor's Degree in Electronics/ Computer Science Engg. or any other graduate course,,,,,,,,,,,,,,,,,,,No,,,9th Meeting,,National Occupational Standards,,,,,,
1443,QP-NOS,IT-ITES,Test Engineer - Hardware,SSC/Q5001,7,,,,7,,7,1,Bachelor's Degree in Electrical & Electronics Engg. / Computer Science Engg.,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1444,QP-NOS,IT-ITES,UI Developer,SSC/Q0502,7,,,,8,,8,1,Bachelor's Degree in Science/Technology/Computers or any graduate course,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1445,QP-NOS,IT-ITES,Web Developer,SSC/Q0503,5,,,,7,,7,1,Graduate degree/ diploma in web design/ media design or any other related field,109,291,400,,,,,,Yes,Yes,,,,,Addl Ready,,,,Yes,,,6th Meeting,,National Occupational Standards,Paired QP 2,,,,,
1446,QP-NOS,IT-ITES,Analyst Application Security,SSC/Q0903,7,,,,8,,8,1,"Diploma in Engineering(with 1 year experience) or Bachelor's
Degree in Science/Technology/Computers ",450,150,600,,,,,,Yes,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1447,QP-NOS,IT-ITES,Analyst Security Operations Centre,SSC/Q0909,7,,,,7,,7,1,Diploma in Engineering or any graduate course,,,,,,,,,,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1448,QP-NOS,IT-ITES,Consultant Network Security ,SSC/Q0917,8,,,,11,,11,1,"Graduate in Security/ Computer Science/Electronics and Engineering
/Information Technology",340,460,800,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1449,QP-NOS,IT-ITES,Forensic specialist,SSC/Q0922,8,,,,9,,9,1,"Graduate in Security/ Computer Science/Electronics and Engineering
/Information Technology",350,450,800,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1450,QP-NOS,IT-ITES,Architect Identity and Access Management,SSC/Q0928,8,,,,8,,8,1,"Graduate in Science/ Computer Science/Electronics and
Engineering /Information Technology",355,445,800,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1451,QP-NOS,IT-ITES,Analyst Compliance Audit,SSC/Q0907,7,,,,7,,7,1,"Graduate in Science/ Computer Science/Electronics and
Engineering /Information Technology",100,300,400,,,,,,Yes,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1452,QP-NOS,IT-ITES,Analyst Identity and Access Management,SSC/Q0904,7,,,,8,,8,1,"Graduate in Science/ Computer Science/Electronics and
Engineering /Information Technology",275,325,600,,,,,,Yes,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1453,QP-NOS,IT-ITES,Analyst End Point Security,SSC/Q0905,7,,,,7,,7,1,Diploma in IT/Computer,170,330,500,,,,,,Yes,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1454,QP-NOS,IT-ITES,Security Infrastructure Specialist,SSC/Q0923,8,,,,11,,11,1,Graduate in Security/ Computer Science/Electronics and Engineering /IT,200,400,600,,,,,,Yes,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1455,QP-NOS,IT-ITES,Penetration Tester,SSC/Q0912,7,,,,8,,8,1,Graduate in any discipline preferably Science/Computer,200,400,600,,,,,,Yes,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
1456,QP-NOS,IT-ITES,AI - Data Quality Analyst,SSC/Q8101,6,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,109,248,357,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1457,QP-NOS,IT-ITES,AI - Business Intelligence Analyst,SSC/Q8102,6,,,,11,,12,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,154,353,507,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1458,QP-NOS,IT-ITES,AI - Visualization Specialist,SSC/Q8103,6,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,114,243,357,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1459,QP-NOS,IT-ITES,AI - Data Scientist,SSC/Q8104,8,Elective,3,"E1: Evaluate risk of deploying algorithmic models, E2: Evaluate business performance of algorithmic models, E3: Define business outcomes and create visualizations from results of the analysis",11,,14,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,242,520,762,55,120,812,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1460,QP-NOS,IT-ITES,AI - Applied Scientist,SSC/Q8105,7,Elective,3,"E1: Evaluate risk of deploying algorithmic models, E2: Evaluate business performance of algorithmic models, E3: Define business outcomes and create visualizations from results of the analysis",11,,14,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,202,435,637,55,120,687,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1461,QP-NOS,IT-ITES,AI - Data Engineer,SSC/Q8106,7,,,,6,,6,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,142,295,437,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1462,QP-NOS,IT-ITES,AI - Data Architect,SSC/Q8107,8,Elective,2,"E1: Implement data storage network solutions, E2: Develop data integrations as per specifications",9,,11,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,162,325,487,75,150,562,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1463,QP-NOS,IT-ITES,AI - Solution Architect,SSC/Q8108,8,,,,9,,9,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,187,375,562,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1464,QP-NOS,IT-ITES,AI - Database Administrator,SSC/Q8109,7,Elective,2,"E1: Manage database access and configuration, E2: Manage computing cluster administration",8,,10,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,169,348,517,50,100,592,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1465,QP-NOS,IT-ITES,AI - Security Analyst,SSC/Q8110,7,,,,9,,9,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,159,333,492,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1466,QP-NOS,IT-ITES,AI - Data Steward,SSC/Q8111,7,,,,7,,7,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,194,223,417,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1467,QP-NOS,IT-ITES,AI - Devops Engineer,SSC/Q8112,7,,,,7,,7,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,154,313,467,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1468,QP-NOS,IT-ITES,AI - Machine Learning Engineer ,SSC/Q8113,7,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,125,282,407,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1469,QP-NOS,IT-ITES,AI - Hardware Engineer,SSC/Q8114,7,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,125,282,407,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1470,QP-NOS,IT-ITES,AI - Integration Engineer,SSC/Q8115,7,,,,7,,7,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,110,247,357,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1471,QP-NOS,IT-ITES,AI - Test Engineer,SSC/Q8116,7,,,,7,,7,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,110,247,357,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1472,QP-NOS,IT-ITES,AI - Data Sciences Consultant,SSC/Q8117,8,,,,9,,9,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,136,301,437,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1473,QP-NOS,IT-ITES,AI - Product Manager,SSC/Q8118,8,,,,10,,10,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,206,431,637,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1474,QP-NOS,IT-ITES,AI - Chief Data Officer,SSC/Q8119,9,,,,9,,9,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,176,361,537,,,,,,Yes,,,,,,,,,,,17-Oct-18,,22nd Meeting,,National Occupational Standards,,,,,,
1475,QP-NOS,IT-ITES,IoT - Product Manager,SSC/Q8201,8,,,,7,,7,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,345,650,995,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1476,QP-NOS,IT-ITES,IoT - Solution Architect,SSC/Q8202,7,,,,13,,13,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,320,590,910,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1477,QP-NOS,IT-ITES,IoT - Hardware Solution Designer,SSC/Q8203,6,,,,7,,7,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,150,250,400,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1478,QP-NOS,IT-ITES,IoT - Software Analyst,SSC/Q8205,6,,,,9,,9,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,215,380,595,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1479,QP-NOS,IT-ITES,IoT - Test Analyst,SSC/Q8206,6,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,156,263,419,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1480,QP-NOS,IT-ITES,IoT - Security Specialist,SSC/Q8207,7,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,165,280,445,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1481,QP-NOS,IT-ITES,IoT - Network Specialist,SSC/Q8208,7,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,138,236,374,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1482,QP-NOS,IT-ITES,IoT - Control Room Operator,SSC/Q8209,5,,,,6,,6,1,ITI / ITC/ Diploma / Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,110,200,310,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1483,QP-NOS,IT-ITES,IoT - Domain Specialist,SSC/Q8210,8,,,,9,,9,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science,145,245,390,,,,,,Yes,,,,,,,,,,,11-Mar-19,,23rd Meeting,,National Occupational Standards,,,,,,
1484,QP-NOS,IT-ITES,Cloud Consultant,SSC/Q8301,7,,,,6,,6,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",77,123,200,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1485,QP-NOS,IT-ITES,Cloud Architect,SSC/Q8302,7,,,,10,,10,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",180,308,488,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1486,QP-NOS,IT-ITES,Cloud Application Developer,SSC/Q8303,6,,,,10,,10,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",154,286,440,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1487,QP-NOS,IT-ITES,Cloud Infrastructure Analyst,SSC/Q8304,6,,,,7,,7,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",85,147,232,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1488,QP-NOS,IT-ITES,Cloud Migration Analyst,SSC/Q8305,6,,,,6,,6,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",83,133,216,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1489,QP-NOS,IT-ITES,Cloud Administrator,SSC/Q8306,6,,,,8,,8,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",96,176,272,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1490,QP-NOS,IT-ITES,Site-Reliability Analyst,SSC/Q8307,6,,,,6,,6,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",74,134,208,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1491,QP-NOS,IT-ITES,Cloud Risk & Compliance Officer,SSC/Q8308,7,,,,7,,7,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",83,149,232,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1492,QP-NOS,IT-ITES,Cloud Security Analyst,SSC/Q8309,6,,,,7,,7,1,"""Age: 21 years Qualification: Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science""",82,166,248,,,,,,Yes,,,,,,,,,,,29-May-19,,23rd Meeting,,National Occupational Standards,,,,,,
1493,QP-NOS,IT-ITES,Product Manager - Web & Mobile,SSC/Q8401,7,,,,10,,10,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science/ Physical Sciences,140,280,420,,,,,,Yes,,,,,,,,,,,16-Dec-19,,Submitted,,Occupational Standards,,,,,,
1494,QP-NOS,IT-ITES,Application Architect - Web & Mobile,SSC/Q8402,7,Elective,E: 2,"E1: Web application architecture, E2: Mobile application architecture",5,,9,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science/ Physical Sciences,66,103,169,80,171,277,,,Yes,,,,,,,,,,,16-Dec-19,30-Jan-20,Submitted,,Occupational Standards,,,,,,
1495,QP-NOS,IT-ITES,Application developer - Web & Mobile,SSC/Q8403,6,Elective,E: 3,"E1: Front-end Web Development, E2: Mobile Application Development, E3: Back-end Development",8,,11,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science/ Physical Sciences,114,206,320,30,90,360,,,Yes,,,,,,,,,,,16-Dec-19,30-Jan-20,Submitted,,Occupational Standards,,,,,,
1496,QP-NOS,IT-ITES,User Experience Designer,SSC/Q8404,6,,,,15,,15,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science/ Physical Sciences,157,293,450,,,,,,Yes,,,,,,,,,,,16-Dec-19,,Submitted,,Occupational Standards,,,,,,
1497,QP-NOS,IT-ITES,Mobile Device Management Analyst,SSC/Q8405,6,,,,8,,8,1,Bachelor’s Degree in Engineering / Technology / Statistics / Mathematics / Computer Science/ Physical Sciences,113,217,330,,,,,,Yes,,,,,,,,,,,16-Dec-19,,Submitted,,Occupational Standards,,,,,,
1498,QP-NOS,Leather,Buffing Operator,LSS/Q0801,4,,,,6,,6,1,5th Class,30,170,200,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1499,QP-NOS,Leather,CAD/CAM Operator (Footwear),LSS/Q2103,4,,,,4,,4,1,CAD/ CAM Certification,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1500,QP-NOS,Leather,CAD/CAM Operator- Garments,LSS/Q5102,4,,,,4,,4,1,CAD/CAM Certification,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1501,QP-NOS,Leather,CAD/CAM Operator- Goods,LSS/Q5101,4,,,,4,,4,1,CAD/CAM Certification,,,,,,,,,,,,,,,,,,LEA101,No,,,7th Meeting,,National Occupational Standards,,,,,,
1502,QP-NOS,Leather,Cutter- Footwear,LSS/Q2301,4,,,,5,,5,1,5th Class,40,260,300,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,Paired QP 1,,,,,
1503,QP-NOS,Leather,Cutter-Goods & Garments,LSS/Q5301,4,,,,6,,6,1,5th Class,30,170,200,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,"LEA101, LEA103, LEA104, LEA105",Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,Paired QP 1,,,,,
1504,QP-NOS,Leather,Drum Operator,LSS/Q0301,4,,,,8,,8,1,5th Class,33,167,200,,,,,,Yes,Yes,Yes,,,,Cat 1 (Phase 1),Yes,,LEA102,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1505,QP-NOS,Leather,"Finishing  Operator (Roller Coater, Machine Spray , Hand Spray)",LSS/Q0803,4,,,,10,,10,1,10th Class,,,,,,,,,,,,,,,,,,LEA102,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
1506,QP-NOS,Leather,Finishing Operator,LSS/Q3001,4,,,,11,,11,1,CAD/ CAM Certification,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1507,QP-NOS,Leather,Fleshing Operator,LSS/Q0101,4,,,,5,,5,1,5th Class,,,,,,,,,,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
1508,QP-NOS,Leather,Glazing Operator,LSS/Q0802,4,,,,4,,4,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1509,QP-NOS,Leather,Harness Maker,LSS/Q7201,4,,,,5,,5,1,5th Class,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1510,QP-NOS,Leather,Heel Attacher (Ladies Shoe),LSS/Q2901,4,,,,4,,4,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1511,QP-NOS,Leather,Heel Builder,LSS/Q2801,4,,,,5,,5,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1512,QP-NOS,Leather,Helper Bottom Making,LSS/Q3302,2,,,,5,,5,1,5th Class,33,167,200,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1513,QP-NOS,Leather,Helper- Dry Operations,LSS/Q0902,2,,,,5,,5,1,5th Class,35,165,200,,,,,,yes,Yes,,,,,,,,,Yes,,,"7th Meeting, 23rd Meeting",,National Occupational Standards,,,,,,
1514,QP-NOS,Leather,Helper Finishing,LSS/Q3002,2,,,,5,,5,1,5th Class,33,167,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1515,QP-NOS,Leather,Helper Finishing Operation (Goods & Garments),LSS/Q5601,2,,,,5,,5,1,10th Class,35,165,200,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1516,QP-NOS,Leather,Helper- Finishing Operations,LSS/Q0804,2,,,,5,,5,1,5th Class,35,165,200,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,"7th Meeting, 23rd Meeting",,National Occupational Standards,,,,,,
1517,QP-NOS,Leather,Helper- Parts Making,LSS/Q5502,2,,,,5,,5,1,5th Class,33,167,200,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1518,QP-NOS,Leather,Helper Upper Making,LSS/Q3301,2,,,,5,,5,1,5th Class,33,167,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1519,QP-NOS,Leather,Wet Operations (Multiskilled),LSS/Q0901,2,,,,5,,5,1,5th Class,35,165,200,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,"7th Meeting, 23rd Meeting",,National Occupational Standards,,,,As per 23rd NSQC name changed. Old name: Helper - Wet Operations (Multi-skilled),,
1520,QP-NOS,Leather,Laster (By hand,LSS/Q2702,4,,,,5,,5,1,5th Class,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1521,QP-NOS,Leather,Lasting Operator,LSS/Q2701,4,,,,5,,5,1,5th Class,33,167,200,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,Embedded QP,,,,,
1522,QP-NOS,Leather,Line Supervisor,LSS/Q3102,5,,,,4,,4,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,"7th Meeting, 23rd Meeting",,National Occupational Standards,Paired QP 2,,,,,Added  with Tanya
1523,QP-NOS,Leather,Moulding Operator,LSS/Q7501,4,,,,5,,5,1,5th Class,33,167,200,,,,,,Yes,Yes,Yes,,,,Cat 1 (Phase 1),Yes,,,Yes,,,"7th Meeting, 23rd Meeting",,National Occupational Standards,,,,,,
1524,QP-NOS,Leather,Moulding Supervisor,LSS/Q9201,5,,,,7,,7,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1525,QP-NOS,Leather,Pattern Cutter (Footwear),LSS/Q2102,4,,,,4,,4,1,10th Class,40,160,200,,,,,,Yes,,,,,,,,,,No,,,"7th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
1526,QP-NOS,Leather,Pattern Cutter (Goods and Garments),LSS/Q5103,4,,,,4,,4,1,5th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
